"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"18249",17795,8,17,1990,4,"DM","F",36,41,"Dipodomys","merriami","Rodent","Control"
"18250",17798,8,17,1990,4,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"18251",17812,8,17,1990,4,"DM","M",34,20,"Dipodomys","merriami","Rodent","Control"
"18252",17815,8,17,1990,4,"DM","F",37,40,"Dipodomys","merriami","Rodent","Control"
"18253",17913,10,16,1990,4,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"18254",17917,10,16,1990,4,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"18255",17919,10,16,1990,4,"DM","M",38,42,"Dipodomys","merriami","Rodent","Control"
"18256",17926,10,16,1990,4,"DM","M",36,37,"Dipodomys","merriami","Rodent","Control"
"18257",17931,10,16,1990,4,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"18258",17938,10,16,1990,4,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"18259",17947,10,16,1990,4,"DM","F",35,22,"Dipodomys","merriami","Rodent","Control"
"18260",18022,11,11,1990,4,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"18261",18036,11,11,1990,4,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"18262",18037,11,11,1990,4,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
"18263",18041,11,11,1990,4,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"18264",18047,11,11,1990,4,"DM","F",37,40,"Dipodomys","merriami","Rodent","Control"
"18265",18050,11,11,1990,4,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"18266",18126,12,16,1990,4,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"18267",18137,12,16,1990,4,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"18268",18158,12,16,1990,4,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
"18269",18162,12,16,1990,4,"DM","F",37,40,"Dipodomys","merriami","Rodent","Control"
"18270",18167,12,16,1990,4,"DM","F",37,45,"Dipodomys","merriami","Rodent","Control"
"18271",18171,12,16,1990,4,"DM","F",36,39,"Dipodomys","merriami","Rodent","Control"
"18272",18266,1,12,1991,4,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"18273",18271,1,12,1991,4,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"18274",18275,1,12,1991,4,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"18275",18283,1,12,1991,4,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"18276",18287,1,12,1991,4,"DM","F",35,25,"Dipodomys","merriami","Rodent","Control"
"18277",18289,1,12,1991,4,"DM","F",37,41,"Dipodomys","merriami","Rodent","Control"
"18278",18294,1,12,1991,4,"DM","F",36,41,"Dipodomys","merriami","Rodent","Control"
"18279",18386,2,17,1991,4,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"18280",18401,2,17,1991,4,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"18281",18406,2,17,1991,4,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"18282",18407,2,17,1991,4,"DM","M",38,45,"Dipodomys","merriami","Rodent","Control"
"18283",18413,2,17,1991,4,"DM","F",37,48,"Dipodomys","merriami","Rodent","Control"
"18284",18417,2,17,1991,4,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"18285",18420,2,17,1991,4,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"18286",18432,2,17,1991,4,"DM","F",36,47,"Dipodomys","merriami","Rodent","Control"
"18287",18439,2,17,1991,4,"DM","M",35,32,"Dipodomys","merriami","Rodent","Control"
"18288",18497,3,14,1991,4,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"18289",18510,3,14,1991,4,"DM","F",37,46,"Dipodomys","merriami","Rodent","Control"
"18290",18515,3,14,1991,4,"DM","M",36,41,"Dipodomys","merriami","Rodent","Control"
"18291",18533,3,14,1991,4,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"18292",18534,3,14,1991,4,"DM","F",34,43,"Dipodomys","merriami","Rodent","Control"
"18293",18547,3,14,1991,4,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"18294",18550,3,14,1991,4,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"18295",18611,4,21,1991,4,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"18296",18616,4,21,1991,4,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"18297",18629,4,21,1991,4,"DM","M",38,45,"Dipodomys","merriami","Rodent","Control"
"18298",18640,4,21,1991,4,"DM","M",33,24,"Dipodomys","merriami","Rodent","Control"
"18299",18693,5,14,1991,4,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
"18300",18708,5,14,1991,4,"DM","M",35,31,"Dipodomys","merriami","Rodent","Control"
"18301",18709,5,14,1991,4,"DM","F",36,43,"Dipodomys","merriami","Rodent","Control"
"18302",18711,5,14,1991,4,"DM","M",35,44,"Dipodomys","merriami","Rodent","Control"
"18303",18775,6,14,1991,4,"DM","M",34,25,"Dipodomys","merriami","Rodent","Control"
"18304",18777,6,14,1991,4,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
"18305",18786,6,14,1991,4,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"18306",18787,6,14,1991,4,"DM","M",35,33,"Dipodomys","merriami","Rodent","Control"
"18307",18789,6,14,1991,4,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"18308",18794,6,14,1991,4,"DM","M",25,30,"Dipodomys","merriami","Rodent","Control"
"18309",18799,6,14,1991,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18310",18806,6,14,1991,4,"DM","F",35,40,"Dipodomys","merriami","Rodent","Control"
"18311",18860,7,13,1991,4,"DM","M",39,41,"Dipodomys","merriami","Rodent","Control"
"18312",18867,7,13,1991,4,"DM","M",34,31,"Dipodomys","merriami","Rodent","Control"
"18313",18869,7,13,1991,4,"DM","M",35,26,"Dipodomys","merriami","Rodent","Control"
"18314",18875,7,13,1991,4,"DM","M",35,42,"Dipodomys","merriami","Rodent","Control"
"18315",18888,7,13,1991,4,"DM","M",35,39,"Dipodomys","merriami","Rodent","Control"
"18316",18890,7,13,1991,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18317",18900,7,13,1991,4,"DM","M",35,35,"Dipodomys","merriami","Rodent","Control"
"18318",18956,8,8,1991,4,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"18319",18967,8,8,1991,4,"DM","M",37,37,"Dipodomys","merriami","Rodent","Control"
"18320",18972,8,8,1991,4,"DM","M",38,39,"Dipodomys","merriami","Rodent","Control"
"18321",18987,8,8,1991,4,"DM","M",35,38,"Dipodomys","merriami","Rodent","Control"
"18322",18991,8,8,1991,4,"DM","M",38,45,"Dipodomys","merriami","Rodent","Control"
"18323",18997,8,8,1991,4,"DM","M",37,40,"Dipodomys","merriami","Rodent","Control"
"18324",19077,9,11,1991,4,"DM","F",37,55,"Dipodomys","merriami","Rodent","Control"
"18325",19079,9,11,1991,4,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"18326",19082,9,11,1991,4,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
"18327",19090,9,11,1991,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18328",19092,9,11,1991,4,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"18329",19145,10,11,1991,4,"DM","F",35,40,"Dipodomys","merriami","Rodent","Control"
"18330",19162,10,11,1991,4,"DM","M",38,47,"Dipodomys","merriami","Rodent","Control"
"18331",19169,10,11,1991,4,"DM","F",38,54,"Dipodomys","merriami","Rodent","Control"
"18332",19175,10,11,1991,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18333",19176,10,11,1991,4,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"18334",19318,11,15,1991,4,"DM","F",37,39,"Dipodomys","merriami","Rodent","Control"
"18335",19322,11,15,1991,4,"DM","M",38,42,"Dipodomys","merriami","Rodent","Control"
"18336",19330,11,15,1991,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18337",19333,11,15,1991,4,"DM","F",39,50,"Dipodomys","merriami","Rodent","Control"
"18338",19334,11,15,1991,4,"DM","F",37,45,"Dipodomys","merriami","Rodent","Control"
"18339",19346,11,15,1991,4,"DM","F",35,37,"Dipodomys","merriami","Rodent","Control"
"18340",19353,11,15,1991,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18341",19363,11,15,1991,4,"DM","M",36,54,"Dipodomys","merriami","Rodent","Control"
"18342",19459,12,8,1991,4,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"18343",19467,12,8,1991,4,"DM","M",39,43,"Dipodomys","merriami","Rodent","Control"
"18344",19487,12,8,1991,4,"DM","M",39,49,"Dipodomys","merriami","Rodent","Control"
"18345",19498,12,8,1991,4,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"18346",19507,12,8,1991,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18347",19510,12,8,1991,4,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"18348",19591,1,9,1992,4,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"18349",19601,1,9,1992,4,"DM","F",35,36,"Dipodomys","merriami","Rodent","Control"
"18350",19618,1,9,1992,4,"DM","M",35,48,"Dipodomys","merriami","Rodent","Control"
"18351",19620,1,9,1992,4,"DM","M",38,45,"Dipodomys","merriami","Rodent","Control"
"18352",19680,2,7,1992,4,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
"18353",19704,2,7,1992,4,"DM","F",38,38,"Dipodomys","merriami","Rodent","Control"
"18354",19713,2,7,1992,4,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"18355",19717,2,7,1992,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18356",19766,3,7,1992,4,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"18357",19769,3,7,1992,4,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
"18358",19778,3,7,1992,4,"DM","M",37,32,"Dipodomys","merriami","Rodent","Control"
"18359",19809,3,7,1992,4,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"18360",19814,3,7,1992,4,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
"18361",19819,3,7,1992,4,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"18362",19902,4,5,1992,4,"DM","F",37,41,"Dipodomys","merriami","Rodent","Control"
"18363",19904,4,5,1992,4,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"18364",19907,4,5,1992,4,"DM","M",38,49,"Dipodomys","merriami","Rodent","Control"
"18365",19909,4,5,1992,4,"DM","M",38,49,"Dipodomys","merriami","Rodent","Control"
"18366",19919,4,5,1992,4,"DM","F",34,44,"Dipodomys","merriami","Rodent","Control"
"18367",19925,4,5,1992,4,"DM","F",34,38,"Dipodomys","merriami","Rodent","Control"
"18368",19981,5,3,1992,4,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"18369",19984,5,3,1992,4,"DM","F",36,50,"Dipodomys","merriami","Rodent","Control"
"18370",19991,5,3,1992,4,"DM","F",38,56,"Dipodomys","merriami","Rodent","Control"
"18371",19993,5,3,1992,4,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"18372",19999,5,3,1992,4,"DM","M",36,52,"Dipodomys","merriami","Rodent","Control"
"18373",20050,5,31,1992,4,"DM","F",38,47,"Dipodomys","merriami","Rodent","Control"
"18374",20059,5,31,1992,4,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"18375",20063,5,31,1992,4,"DM","F",37,51,"Dipodomys","merriami","Rodent","Control"
"18376",20066,5,31,1992,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18377",20074,5,31,1992,4,"DM","M",37,51,"Dipodomys","merriami","Rodent","Control"
"18378",20129,7,4,1992,4,"DM","M",31,46,"Dipodomys","merriami","Rodent","Control"
"18379",20154,7,4,1992,4,"DM","F",37,38,"Dipodomys","merriami","Rodent","Control"
"18380",20162,7,4,1992,4,"DM","F",37,55,"Dipodomys","merriami","Rodent","Control"
"18381",20213,7,31,1992,4,"DM","M",39,49,"Dipodomys","merriami","Rodent","Control"
"18382",20236,7,31,1992,4,"DM","F",34,39,"Dipodomys","merriami","Rodent","Control"
"18383",20290,8,30,1992,4,"DM","M",33,46,"Dipodomys","merriami","Rodent","Control"
"18384",20373,9,27,1992,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18385",20375,9,27,1992,4,"DM","M",35,49,"Dipodomys","merriami","Rodent","Control"
"18386",20482,10,19,1992,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18387",20510,10,19,1992,4,"DM","F",34,40,"Dipodomys","merriami","Rodent","Control"
"18388",20569,12,22,1992,4,"DM","F",35,39,"Dipodomys","merriami","Rodent","Control"
"18389",20665,2,26,1993,4,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"18390",20678,2,26,1993,4,"DM","F",34,41,"Dipodomys","merriami","Rodent","Control"
"18391",20762,3,18,1993,4,"DM","F",35,42,"Dipodomys","merriami","Rodent","Control"
"18392",20814,4,24,1993,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18393",20820,4,24,1993,4,"DM","F",32,46,"Dipodomys","merriami","Rodent","Control"
"18394",20879,5,23,1993,4,"DM","F",35,41,"Dipodomys","merriami","Rodent","Control"
"18395",20890,5,23,1993,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18396",20944,6,19,1993,4,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
"18397",20947,6,19,1993,4,"DM","F",36,52,"Dipodomys","merriami","Rodent","Control"
"18398",20955,6,19,1993,4,"DM","F",35,25,"Dipodomys","merriami","Rodent","Control"
"18399",21013,7,15,1993,4,"DM","M",37,51,"Dipodomys","merriami","Rodent","Control"
"18400",21066,8,20,1993,4,"DM","M",39,51,"Dipodomys","merriami","Rodent","Control"
"18401",21076,8,20,1993,4,"DM","M",37,31,"Dipodomys","merriami","Rodent","Control"
"18402",21084,8,20,1993,4,"DM","F",35,42,"Dipodomys","merriami","Rodent","Control"
"18403",21186,10,16,1993,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18404",21187,10,16,1993,4,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"18405",21195,10,16,1993,4,"DM","F",38,37,"Dipodomys","merriami","Rodent","Control"
"18406",21249,11,14,1993,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18407",21254,11,14,1993,4,"DM","M",35,42,"Dipodomys","merriami","Rodent","Control"
"18408",21267,11,14,1993,4,"DM","F",38,34,"Dipodomys","merriami","Rodent","Control"
"18409",21302,12,15,1993,4,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"18410",21307,12,15,1993,4,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
"18411",21312,12,15,1993,4,"DM","F",34,35,"Dipodomys","merriami","Rodent","Control"
"18412",21344,2,2,1994,4,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
"18413",21348,2,2,1994,4,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"18414",21354,2,2,1994,4,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"18415",21403,2,21,1994,4,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"18416",21409,2,21,1994,4,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
"18417",21412,2,21,1994,4,"DM","M",34,37,"Dipodomys","merriami","Rodent","Control"
"18418",21414,2,21,1994,4,"DM","F",37,39,"Dipodomys","merriami","Rodent","Control"
"18419",21415,2,21,1994,4,"DM","M",35,50,"Dipodomys","merriami","Rodent","Control"
"18420",21460,3,12,1994,4,"DM","F",38,54,"Dipodomys","merriami","Rodent","Control"
"18421",21461,3,12,1994,4,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"18422",21472,3,12,1994,4,"DM","F",37,47,"Dipodomys","merriami","Rodent","Control"
"18423",21476,3,12,1994,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18424",21520,4,11,1994,4,"DM","F",37,49,"Dipodomys","merriami","Rodent","Control"
"18425",21529,4,11,1994,4,"DM","F",37,41,"Dipodomys","merriami","Rodent","Control"
"18426",21542,4,11,1994,4,"DM","M",36,23,"Dipodomys","merriami","Rodent","Control"
"18427",21549,4,11,1994,4,"DM","F",34,24,"Dipodomys","merriami","Rodent","Control"
"18428",21584,5,19,1994,4,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
"18429",21586,5,19,1994,4,"DM","M",36,26,"Dipodomys","merriami","Rodent","Control"
"18430",21587,5,19,1994,4,"DM","M",39,51,"Dipodomys","merriami","Rodent","Control"
"18431",21592,5,19,1994,4,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"18432",21651,6,15,1994,4,"DM","F",35,19,"Dipodomys","merriami","Rodent","Control"
"18433",21681,7,9,1994,4,"DM","F",36,41,"Dipodomys","merriami","Rodent","Control"
"18434",21738,8,18,1994,4,"DM","F",36,56,"Dipodomys","merriami","Rodent","Control"
"18435",21797,9,7,1994,4,"DM","F",36,28,"Dipodomys","merriami","Rodent","Control"
"18436",21844,10,13,1994,4,"DM","F",37,37,"Dipodomys","merriami","Rodent","Control"
"18437",21846,10,13,1994,4,"DM","F",22,14,"Dipodomys","merriami","Rodent","Control"
"18438",21854,10,13,1994,4,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"18439",21866,10,13,1994,4,"DM","M",36,39,"Dipodomys","merriami","Rodent","Control"
"18440",21917,11,2,1994,4,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"18441",21922,11,2,1994,4,"DM","F",36,36,"Dipodomys","merriami","Rodent","Control"
"18442",21969,12,5,1994,4,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"18443",21988,12,5,1994,4,"DM","F",36,38,"Dipodomys","merriami","Rodent","Control"
"18444",22018,1,12,1995,4,"DM","F",36,39,"Dipodomys","merriami","Rodent","Control"
"18445",22021,1,12,1995,4,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"18446",22078,2,5,1995,4,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"18447",22084,2,5,1995,4,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"18448",22094,2,5,1995,4,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"18449",22102,2,5,1995,4,"DM","F",35,43,"Dipodomys","merriami","Rodent","Control"
"18450",22135,3,5,1995,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18451",22143,3,5,1995,4,"DM","F",38,45,"Dipodomys","merriami","Rodent","Control"
"18452",22146,3,5,1995,4,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"18453",22160,3,5,1995,4,"DM","F",37,40,"Dipodomys","merriami","Rodent","Control"
"18454",22201,4,2,1995,4,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"18455",22206,4,2,1995,4,"DM","M",37,31,"Dipodomys","merriami","Rodent","Control"
"18456",22209,4,2,1995,4,"DM","M",37,30,"Dipodomys","merriami","Rodent","Control"
"18457",22217,4,2,1995,4,"DM","F",37,51,"Dipodomys","merriami","Rodent","Control"
"18458",22263,4,30,1995,4,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"18459",22271,4,30,1995,4,"DM","F",48,47,"Dipodomys","merriami","Rodent","Control"
"18460",22290,4,30,1995,4,"DM","M",38,42,"Dipodomys","merriami","Rodent","Control"
"18461",22324,6,8,1995,4,"DM","M",35,30,"Dipodomys","merriami","Rodent","Control"
"18462",22328,6,8,1995,4,"DM","M",37,53,"Dipodomys","merriami","Rodent","Control"
"18463",22333,6,8,1995,4,"DM","F",35,25,"Dipodomys","merriami","Rodent","Control"
"18464",22341,6,8,1995,4,"DM","F",36,51,"Dipodomys","merriami","Rodent","Control"
"18465",22344,6,8,1995,4,"DM","F",36,13,"Dipodomys","merriami","Rodent","Control"
"18466",22346,6,8,1995,4,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"18467",22350,6,8,1995,4,"DM","M",38,49,"Dipodomys","merriami","Rodent","Control"
"18468",22355,6,8,1995,4,"DM","F",34,35,"Dipodomys","merriami","Rodent","Control"
"18469",22398,6,28,1995,4,"DM","M",37,36,"Dipodomys","merriami","Rodent","Control"
"18470",22406,6,28,1995,4,"DM","F",38,46,"Dipodomys","merriami","Rodent","Control"
"18471",22411,6,28,1995,4,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"18472",22429,6,28,1995,4,"DM","F",35,40,"Dipodomys","merriami","Rodent","Control"
"18473",22490,7,21,1995,4,"DM","M",38,43,"Dipodomys","merriami","Rodent","Control"
"18474",22501,7,21,1995,4,"DM","F",36,57,"Dipodomys","merriami","Rodent","Control"
"18475",22522,7,21,1995,4,"DM","F",34,34,"Dipodomys","merriami","Rodent","Control"
"18476",22610,8,27,1995,4,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"18477",22628,8,27,1995,4,"DM","M",39,50,"Dipodomys","merriami","Rodent","Control"
"18478",22634,8,27,1995,4,"DM","F",36,49,"Dipodomys","merriami","Rodent","Control"
"18479",22747,9,24,1995,4,"DM","M",34,51,"Dipodomys","merriami","Rodent","Control"
"18480",22797,9,24,1995,4,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"18481",22808,9,24,1995,4,"DM","F",34,49,"Dipodomys","merriami","Rodent","Control"
"18482",22932,10,29,1995,4,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"18483",22951,10,29,1995,4,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"18484",22960,10,29,1995,4,"DM","F",36,34,"Dipodomys","merriami","Rodent","Control"
"18485",22972,10,29,1995,4,"DM","F",37,53,"Dipodomys","merriami","Rodent","Control"
"18486",22977,10,29,1995,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18487",23061,12,3,1995,4,"DM","M",38,53,"Dipodomys","merriami","Rodent","Control"
"18488",23067,12,3,1995,4,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"18489",23097,12,3,1995,4,"DM","M",37,40,"Dipodomys","merriami","Rodent","Control"
"18490",23109,12,3,1995,4,"DM","F",38,63,"Dipodomys","merriami","Rodent","Control"
"18491",23112,12,3,1995,4,"DM","F",39,53,"Dipodomys","merriami","Rodent","Control"
"18492",23183,12,22,1995,4,"DM","F",37,52,"Dipodomys","merriami","Rodent","Control"
"18493",23190,12,22,1995,4,"DM","M",40,50,"Dipodomys","merriami","Rodent","Control"
"18494",23194,12,22,1995,4,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"18495",23201,12,22,1995,4,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
"18496",23281,1,28,1996,4,"DM","M",37,55,"Dipodomys","merriami","Rodent","Control"
"18497",23295,1,28,1996,4,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"18498",23300,1,28,1996,4,"DM","F",36,52,"Dipodomys","merriami","Rodent","Control"
"18499",23302,1,28,1996,4,"DM","M",38,54,"Dipodomys","merriami","Rodent","Control"
"18500",23303,1,28,1996,4,"DM","M",37,36,"Dipodomys","merriami","Rodent","Control"
"18501",23310,1,28,1996,4,"DM","F",38,62,"Dipodomys","merriami","Rodent","Control"
"18502",23424,2,25,1996,4,"DM","M",37,51,"Dipodomys","merriami","Rodent","Control"
"18503",23427,2,25,1996,4,"DM","F",38,49,"Dipodomys","merriami","Rodent","Control"
"18504",23443,2,25,1996,4,"DM","M",38,42,"Dipodomys","merriami","Rodent","Control"
"18505",23449,2,25,1996,4,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"18506",23454,2,25,1996,4,"DM","F",37,47,"Dipodomys","merriami","Rodent","Control"
"18507",23749,4,15,1996,4,"DM","F",37,49,"Dipodomys","merriami","Rodent","Control"
"18508",23759,4,15,1996,4,"DM","M",36,50,"Dipodomys","merriami","Rodent","Control"
"18509",23771,4,15,1996,4,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"18510",23779,4,15,1996,4,"DM","F",37,47,"Dipodomys","merriami","Rodent","Control"
"18511",23813,4,15,1996,4,"DM","M",40,51,"Dipodomys","merriami","Rodent","Control"
"18512",23841,4,15,1996,4,"DM","M",35,47,"Dipodomys","merriami","Rodent","Control"
"18513",23855,4,15,1996,4,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
"18514",23970,5,24,1996,4,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"18515",23983,5,24,1996,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18516",24005,5,24,1996,4,"DM","M",38,51,"Dipodomys","merriami","Rodent","Control"
"18517",24096,6,14,1996,4,"DM","M",38,52,"Dipodomys","merriami","Rodent","Control"
"18518",24111,6,14,1996,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18519",24115,6,14,1996,4,"DM","M",38,47,"Dipodomys","merriami","Rodent","Control"
"18520",24153,6,14,1996,4,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"18521",24231,7,21,1996,4,"DM","M",39,49,"Dipodomys","merriami","Rodent","Control"
"18522",24237,7,21,1996,4,"DM","M",40,51,"Dipodomys","merriami","Rodent","Control"
"18523",24256,7,21,1996,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18524",24275,7,21,1996,4,"DM","M",38,45,"Dipodomys","merriami","Rodent","Control"
"18525",24345,8,15,1996,4,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"18526",24356,8,15,1996,4,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"18527",24460,9,22,1996,4,"DM","M",36,54,"Dipodomys","merriami","Rodent","Control"
"18528",24475,9,22,1996,4,"DM","M",38,51,"Dipodomys","merriami","Rodent","Control"
"18529",24512,9,22,1996,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18530",24618,10,13,1996,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18531",24626,10,13,1996,4,"DM","F",36,41,"Dipodomys","merriami","Rodent","Control"
"18532",24631,10,13,1996,4,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"18533",24646,10,13,1996,4,"DM","M",38,42,"Dipodomys","merriami","Rodent","Control"
"18534",24651,10,13,1996,4,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"18535",24731,11,17,1996,4,"DM","F",36,39,"Dipodomys","merriami","Rodent","Control"
"18536",24738,11,17,1996,4,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"18537",24758,11,17,1996,4,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
"18538",24765,11,17,1996,4,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"18539",24771,11,17,1996,4,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"18540",24773,11,17,1996,4,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
"18541",24871,12,19,1996,4,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
"18542",24878,12,19,1996,4,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"18543",24880,12,19,1996,4,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"18544",24881,12,19,1996,4,"DM","F",38,40,"Dipodomys","merriami","Rodent","Control"
